"SPECIES: common name","Cane toad"
"SPECIES: Latin  name","Bufo marinus"
"RETINAL CELL TYPE NAME: as published","alpha-a RGC"
"OTHER MOSAICS in same sampling field","alpha-ab, alpha-c"
"PRIMARY CITATION for these mosaics","Shamim, Tóth, Becker, Cook (1999) Vis Neurosci 16: 861-879"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 3F"
"RETINAL LOCATION of sampling field","right eye, VN region"
"NUMBER OF CELLS",50
"AREA OF SAMPLED FIELD (sq mm)",9.66
"TOTAL RETINAL AREA (sq mm)",138.9
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","see Table 2; these X,Y values are from the original plot before rotation: V is on right, N at top"
"X","Y"
 13936 , 14944 
 12279 , 14843 
 12989 , 14822 
 13530 , 14757 
 12343 , 14383 
 12660 , 14243 
 11312 , 14135 
 11723 , 14085 
 12504 , 13915 
 11106 , 13839 
 11566 , 13830 
 12980 , 13701 
 13852 , 13693 
 14219 , 13648 
 12060 , 13641 
 13461 , 13545 
 12471 , 13544 
 11006 , 13508 
 11456 , 13497 
 13133 , 13329 
 11102 , 13299 
 13887 , 13251 
 13573 , 13167 
 11950 , 12994 
 10904 , 12931 
 12902 , 12792 
 13707 , 12763 
 11687 , 12756 
 13245 , 12703 
 12229 , 12672 
 11141 , 12655 
 12872 , 12443 
 11377 , 12393 
 12338 , 12349 
 13764 , 12268 
 11050 , 12165 
 13611 , 12035 
 13280 , 11933 
 12726 , 11877 
 12748 , 11601 
 12233 , 11429 
 12875 , 11377 
 12616 , 11359 
 13410 , 11292 
 12382 , 11197 
 12884 , 11172 
 13823 , 11064 
 12311 , 11039 
 12927 , 10909 
 14100 , 10903 
