"SPECIES: common name","Catfish"
"SPECIES: Latin  name","Ictalurus punctatus"
"RETINAL CELL TYPE NAME: as published","alpha-a RGCs"
"OTHER MOSAICS in same sampling field","alpha-b, alpha-c"
"PRIMARY CITATION for these mosaics","Cook & Sharma (1995) J Comp Neurol 362: 331-349"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 3A"
"RETINAL LOCATION of sampling field","D/DT"
"NUMBER OF CELLS",54
"AREA OF SAMPLED FIELD (sq mm)",2.472
"TOTAL RETINAL AREA (sq mm)",16.01
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","small right retina; included in 3x overlay of M_403"
"X","Y"
 2095 , 7221 
 2262 , 7155 
 2531 , 7116 
 1840 , 7098 
 1499 , 7010 
 1243 , 7000 
 2664 , 6884 
 1879 , 6835 
 2923 , 6816 
 2101 , 6810 
 2701 , 6761 
 1533 , 6686 
 2874 , 6657 
 2748 , 6612 
 2348 , 6557 
 2173 , 6526 
 3095 , 6497 
 2773 , 6493 
 2970 , 6478 
 2548 , 6468 
 1711 , 6458 
 1311 , 6435 
 1954 , 6405 
 3027 , 6371 
 2608 , 6354 
 2289 , 6311 
 2663 , 6304 
 1587 , 6263 
 3112 , 6177 
 2094 , 6160 
 2764 , 6157 
 2447 , 6156 
 2817 , 6076 
 2932 , 6065 
 2617 , 6051 
 2308 , 5918 
 2727 , 5910 
 1978 , 5904 
 2424 , 5904 
 1725 , 5830 
 2915 , 5811 
 2651 , 5769 
 2001 , 5637 
 1842 , 5608 
 2289 , 5564 
 2127 , 5562 
 1148 , 5461 
 2137 , 5422 
 1596 , 5355 
 1783 , 5337 
 1932 , 5201 
 1375 , 5133 
 1682 , 5034 
 1911 , 5016 
