"SPECIES: common name","Cane toad"
"SPECIES: Latin  name","Bufo marinus"
"RETINAL CELL TYPE NAME: as published","alpha-a RGC"
"OTHER MOSAICS in same sampling field","alpha-ab, alpha-c"
"PRIMARY CITATION for these mosaics","Shamim, Tóth, Becker, Cook (1999) Vis Neurosci 16: 861-879"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 3A"
"RETINAL LOCATION of sampling field","right eye, VN region"
"NUMBER OF CELLS",71
"AREA OF SAMPLED FIELD (sq mm)",7.74
"TOTAL RETINAL AREA (sq mm)",86.9
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","see Table 1; these X,Y values are from original plot, ventral at top, before rotation"
"X","Y"
 5409 , 13571 
 4660 , 13537 
 5582 , 13524 
 3819 , 13413 
 4559 , 13360 
 3734 , 13219 
 4669 , 13177 
 5941 , 13097 
 3904 , 13051 
 5245 , 13041 
 5650 , 13006 
 4188 , 12960 
 6600 , 12861 
 6285 , 12859 
 4517 , 12832 
 4142 , 12741 
 4967 , 12711 
 3748 , 12705 
 6368 , 12619 
 6193 , 12517 
 3717 , 12511 
 5859 , 12454 
 4081 , 12405 
 4263 , 12389 
 4526 , 12272 
 5098 , 12239 
 4702 , 12152 
 6080 , 12143 
 3989 , 12049 
 4884 , 11846 
 5061 , 11523 
 5687 , 11518 
 4186 , 11453 
 4472 , 11449 
 7162 , 11438 
 4892 , 11360 
 3687 , 11294 
 3930 , 11286 
 4673 , 11242 
 5297 , 11170 
 7036 , 11143 
 6688 , 11143 
 3779 , 11125 
 5124 , 11090 
 4343 , 10927 
 3693 , 10903 
 4182 , 10863 
 6365 , 10800 
 7001 , 10766 
 4553 , 10744 
 4273 , 10652 
 6608 , 10574 
 4737 , 10527 
 4371 , 10515 
 6751 , 10445 
 6027 , 10417 
 3996 , 10384 
 4191 , 10380 
 6417 , 10233 
 6009 , 10164 
 6614 , 10160 
 6972 , 10137 
 6270 , 10095 
 5824 , 9965 
 6492 , 9962 
 6744 , 9856 
 6319 , 9780 
 7014 , 9777 
 6094 , 9685 
 5368 , 9681 
 6739 , 9652 
