"SPECIES: common name","Edible frog"
"SPECIES: Latin  name","Rana esculenta"
"RETINAL CELL TYPE NAME: as published","alpha-a RGC"
"OTHER MOSAICS in same sampling field","alpha-ab, some alpha-c"
"PRIMARY CITATION for these mosaics","Shamim, Scalia, Tóth, Cook (1997) Vis Neurosci 14: 1109-1127"
"MOSAIC/FIELD-BORDER: published fig(s)","n/a"
"RETINAL LOCATION of sampling field","left retina, middle band (bordering streak)"
"NUMBER OF CELLS",89
"AREA OF SAMPLED FIELD (sq mm)",17.44
"TOTAL RETINAL AREA (sq mm)",73.5
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","subset of M_370 with intermediate density"
"X","Y"
 9908 , 13422 
 4196 , 13166 
 9996 , 13020 
 9632 , 12963 
 4442 , 12865 
 10286 , 12641 
 9942 , 12592 
 9717 , 12584 
 4609 , 12272 
 10056 , 12245 
 9757 , 12234 
 3784 , 12091 
 4888 , 12076 
 9829 , 11956 
 10466 , 11955 
 4210 , 11847 
 9979 , 11683 
 9851 , 11493 
 4088 , 11399 
 5145 , 11320 
 9749 , 11214 
 9838 , 10925 
 5262 , 10906 
 4098 , 10792 
 4432 , 10640 
 4531 , 10422 
 3734 , 10338 
 10296 , 10273 
 4858 , 10247 
 4126 , 10227 
 4449 , 10227 
 10343 , 10039 
 10133 , 10009 
 5209 , 10001 
 9951 , 9951 
 4515 , 9725 
 4835 , 9517 
 10438 , 9469 
 3899 , 9451 
 5360 , 9365 
 5047 , 9358 
 9973 , 9288 
 9819 , 9049 
 4564 , 9048 
 9950 , 8944 
 3682 , 8888 
 3485 , 8703 
 4814 , 8668 
 4384 , 8523 
 4782 , 8388 
 4516 , 8166 
 5019 , 8148 
 4183 , 8092 
 4809 , 7989 
 10097 , 7931 
 3974 , 7736 
 9834 , 7678 
 3296 , 7651 
 5313 , 7570 
 9624 , 7457 
 9962 , 7274 
 5077 , 7247 
 3228 , 7214 
 4198 , 7108 
 5162 , 6913 
 3930 , 6870 
 4897 , 6851 
 4940 , 6608 
 3683 , 6458 
 2546 , 6291 
 4522 , 6124 
 9071 , 5951 
 4528 , 5923 
 3199 , 5846 
 8958 , 5841 
 2716 , 5697 
 9142 , 5668 
 8850 , 5495 
 3129 , 5431 
 8821 , 5251 
 8057 , 5201 
 7290 , 5020 
 7482 , 4954 
 7819 , 4942 
 8114 , 4715 
 7094 , 4685 
 7633 , 4423 
 7261 , 4356 
 6872 , 4269 
