"SPECIES: common name","Tilapia, cichlid"
"SPECIES: Latin  name","Oreochromis spilurus"
"RETINAL CELL TYPE NAME: as published","biplexiform RGCs"
"OTHER MOSAICS in same sampling field","outer alpha; inner alpha"
"PRIMARY CITATION for these mosaics","Cook and Becker (1991) J Comp Neurol 306: 668-684"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 1"
"RETINAL LOCATION of sampling field","all"
"NUMBER OF CELLS",62
"AREA OF SAMPLED FIELD (sq mm)",10.21
"TOTAL RETINAL AREA (sq mm)",10.21
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","Fish of standard length 17 mm, right eye HRP-labelled from optic nerve"
"X","Y"
 1642 , 6300 
 3873 , 6044 
 3527 , 5913 
 1476 , 5895 
 3998 , 5844 
 937 , 5751 
 3320 , 5705 
 330 , 5608 
 1569 , 5592 
 3757 , 5589 
 1086 , 5477 
 744 , 5456 
 1774 , 5438 
 3265 , 5321 
 952 , 5191 
 1948 , 5156 
 2779 , 5131 
 662 , 5117 
 1206 , 5109 
 2499 , 5065 
 2232 , 5010 
 1391 , 5004 
 1783 , 4982 
 3689 , 4906 
 2644 , 4885 
 2877 , 4818 
 2044 , 4818 
 1165 , 4801 
 2495 , 4725 
 1427 , 4671 
 3406 , 4664 
 2723 , 4591 
 2284 , 4527 
 1470 , 4427 
 2977 , 4380 
 596 , 4334 
 2159 , 4327 
 1344 , 4309 
 1003 , 4271 
 1593 , 4271 
 808 , 4234 
 440 , 4161 
 1012 , 4106 
-30 , 4089 
 1746 , 4034 
 2130 , 4019 
 1435 , 3974 
 526 , 3938 
 963 , 3914 
 177 , 3823 
 822 , 3775 
 1924 , 3673 
 1209 , 3552 
 822 , 3528 
 1601 , 3369 
 977 , 3337 
 775 , 3292 
 542 , 3261 
 3058 , 3246 
 3414 , 3076 
 1132 , 3034 
 3605 , 2911 
