"SPECIES: common name","Catfish"
"SPECIES: Latin  name","Ictalurus punctatus"
"RETINAL CELL TYPE NAME: as published","alpha-c RGCs"
"OTHER MOSAICS in same sampling field","alpha-a, alpha-b"
"PRIMARY CITATION for these mosaics","Cook & Sharma (1995) J Comp Neurol 362: 331-349"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 3C"
"RETINAL LOCATION of sampling field","D/DT"
"NUMBER OF CELLS",43
"AREA OF SAMPLED FIELD (sq mm)",2.472
"TOTAL RETINAL AREA (sq mm)",16.01
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","small right retina; included in 3x overlay of M_403"
"X","Y"
 1579 , 7276 
 1832 , 7248 
 1917 , 7161 
 2125 , 7095 
 1375 , 7087 
 2471 , 7026 
 2294 , 6996 
 2077 , 6917 
 1606 , 6908 
 2739 , 6819 
 2915 , 6773 
 2463 , 6703 
 1678 , 6699 
 2155 , 6647 
 1790 , 6604 
 1406 , 6573 
 2701 , 6510 
 2973 , 6445 
 2429 , 6442 
 2269 , 6410 
 1451 , 6395 
 1563 , 6387 
 2643 , 6332 
 2110 , 6305 
 3094 , 6288 
 2307 , 6282 
 1765 , 6268 
 2390 , 6148 
 2015 , 6116 
 2573 , 6109 
 2850 , 6020 
 2107 , 6005 
 2957 , 5965 
 2184 , 5928 
 3111 , 5834 
 1940 , 5627 
 1613 , 5455 
 1195 , 5416 
 2435 , 5372 
 1007 , 5371 
 2170 , 5366 
 1852 , 5352 
 1565 , 5084 
