"SPECIES: common name","Cane toad"
"SPECIES: Latin  name","Bufo marinus"
"RETINAL CELL TYPE NAME: as published","alpha-c RGC"
"OTHER MOSAICS in same sampling field","alpha-a, alpha-ab"
"PRIMARY CITATION for these mosaics","Shamim, Tóth, Becker, Cook (1999) Vis Neurosci 16: 861-879"
"MOSAIC/FIELD-BORDER: published fig(s)","Fig 3H"
"RETINAL LOCATION of sampling field","right eye, VN region"
"NUMBER OF CELLS",43
"AREA OF SAMPLED FIELD (sq mm)",9.66
"TOTAL RETINAL AREA (sq mm)",138.9
"UNIT OF X,Y (microns)",0.8333
"COMMENTS","see Table 2; these X,Y values are from the original plot before rotation: V is on right, N at top"
"X","Y"
 11193 , 14692 
 14022 , 14668 
 13562 , 14612 
 13833 , 14329 
 12814 , 14287 
 13126 , 14242 
 11365 , 14126 
 10999 , 14101 
 14524 , 14065 
 14120 , 13953 
 12891 , 13884 
 13763 , 13695 
 14083 , 13454 
 12677 , 13382 
 12426 , 13294 
 13764 , 13257 
 13443 , 13251 
 13164 , 13168 
 13333 , 12998 
 12055 , 12869 
 12377 , 12790 
 13085 , 12749 
 11589 , 12699 
 13541 , 12569 
 11465 , 12389 
 13136 , 12294 
 12884 , 12225 
 11096 , 12112 
 13470 , 12080 
 13058 , 11987 
 12265 , 11819 
 12497 , 11819 
 11190 , 11818 
 10931 , 11730 
 12805 , 11715 
 13599 , 11624 
 12459 , 11449 
 12829 , 11287 
 13831 , 11212 
 12505 , 11071 
 13573 , 10944 
 14131 , 10838 
 12756 , 10834 
